"Date","PM25","Site.Code","POC","Site.Latitude","Site.Longitude","pixel.id","path","pixel.longitude","pixel.latitude","elevation","AOD","AOD_uncertainty","angstrom_exp_550_860","AOD_absorption","AOD_nonspherical","small_mode_AOD","medium_mode_AOD","large_mode_AOD","AOD_raw","AOD_uncertainty_raw","angstrom_exp_550_860_raw","AOD_absorption_raw","AOD_nonspherical_raw","small_mode_AOD_raw","medium_mode_AOD_raw","large_mode_AOD_raw","aerosol_retrieval_conf_index","cloud_screen_parameter","cloud_screen_parameter_neighbour_3x3","aerosol_retrieval_flag","column_ozone_climatology","ocean_surface_windspeed_climatology","ocean_surface_windspeed_retrieved","rayleigh_optical_depth","lowest_residual_mixture","aod_mix_01","aod_mix_02","aod_mix_03","aod_mix_04","aod_mix_05","aod_mix_06","aod_mix_07","aod_mix_08","aod_mix_09","aod_mix_10","aod_mix_11","aod_mix_12","aod_mix_13","aod_mix_14","aod_mix_15","aod_mix_16","aod_mix_17","aod_mix_18","aod_mix_19","aod_mix_20","aod_mix_21","aod_mix_22","aod_mix_23","aod_mix_24","aod_mix_25","aod_mix_26","aod_mix_27","aod_mix_28","aod_mix_29","aod_mix_30","aod_mix_31","aod_mix_32","aod_mix_33","aod_mix_34","aod_mix_35","aod_mix_36","aod_mix_37","aod_mix_38","aod_mix_39","aod_mix_40","aod_mix_41","aod_mix_42","aod_mix_43","aod_mix_44","aod_mix_45","aod_mix_46","aod_mix_47","aod_mix_48","aod_mix_49","aod_mix_50","aod_mix_51","aod_mix_52","aod_mix_53","aod_mix_54","aod_mix_55","aod_mix_56","aod_mix_57","aod_mix_58","aod_mix_59","aod_mix_60","aod_mix_61","aod_mix_62","aod_mix_63","aod_mix_64","aod_mix_65","aod_mix_66","aod_mix_67","aod_mix_68","aod_mix_69","aod_mix_70","aod_mix_71","aod_mix_72","aod_mix_73","aod_mix_74","min_chisq_01","min_chisq_02","min_chisq_03","min_chisq_04","min_chisq_05","min_chisq_06","min_chisq_07","min_chisq_08","min_chisq_09","min_chisq_10","min_chisq_11","min_chisq_12","min_chisq_13","min_chisq_14","min_chisq_15","min_chisq_16","min_chisq_17","min_chisq_18","min_chisq_19","min_chisq_20","min_chisq_21","min_chisq_22","min_chisq_23","min_chisq_24","min_chisq_25","min_chisq_26","min_chisq_27","min_chisq_28","min_chisq_29","min_chisq_30","min_chisq_31","min_chisq_32","min_chisq_33","min_chisq_34","min_chisq_35","min_chisq_36","min_chisq_37","min_chisq_38","min_chisq_39","min_chisq_40","min_chisq_41","min_chisq_42","min_chisq_43","min_chisq_44","min_chisq_45","min_chisq_46","min_chisq_47","min_chisq_48","min_chisq_49","min_chisq_50","min_chisq_51","min_chisq_52","min_chisq_53","min_chisq_54","min_chisq_55","min_chisq_56","min_chisq_57","min_chisq_58","min_chisq_59","min_chisq_60","min_chisq_61","min_chisq_62","min_chisq_63","min_chisq_64","min_chisq_65","min_chisq_66","min_chisq_67","min_chisq_68","min_chisq_69","min_chisq_70","min_chisq_71","min_chisq_72","min_chisq_73","min_chisq_74","flag_retrieve_01","flag_retrieve_02","flag_retrieve_03","flag_retrieve_04","flag_retrieve_05","flag_retrieve_06","flag_retrieve_07","flag_retrieve_08","flag_retrieve_09","flag_retrieve_10","flag_retrieve_11","flag_retrieve_12","flag_retrieve_13","flag_retrieve_14","flag_retrieve_15","flag_retrieve_16","flag_retrieve_17","flag_retrieve_18","flag_retrieve_19","flag_retrieve_20","flag_retrieve_21","flag_retrieve_22","flag_retrieve_23","flag_retrieve_24","flag_retrieve_25","flag_retrieve_26","flag_retrieve_27","flag_retrieve_28","flag_retrieve_29","flag_retrieve_30","flag_retrieve_31","flag_retrieve_32","flag_retrieve_33","flag_retrieve_34","flag_retrieve_35","flag_retrieve_36","flag_retrieve_37","flag_retrieve_38","flag_retrieve_39","flag_retrieve_40","flag_retrieve_41","flag_retrieve_42","flag_retrieve_43","flag_retrieve_44","flag_retrieve_45","flag_retrieve_46","flag_retrieve_47","flag_retrieve_48","flag_retrieve_49","flag_retrieve_50","flag_retrieve_51","flag_retrieve_52","flag_retrieve_53","flag_retrieve_54","flag_retrieve_55","flag_retrieve_56","flag_retrieve_57","flag_retrieve_58","flag_retrieve_59","flag_retrieve_60","flag_retrieve_61","flag_retrieve_62","flag_retrieve_63","flag_retrieve_64","flag_retrieve_65","flag_retrieve_66","flag_retrieve_67","flag_retrieve_68","flag_retrieve_69","flag_retrieve_70","flag_retrieve_71","flag_retrieve_72","flag_retrieve_73","flag_retrieve_74","geometry","fire_dist","closest_cl","light","med","heavy"
"2003-01-18",19.8,"AQS_06-071-0025",1,34.037234,-117.690889,"P041_009697","P041",-117.70783996582,34.0251960754395,191,0.035850316286087,0.013049672357738,1.41464471817017,0,0,0.00748690217733383,0.00114432023838162,0.0272198021411896,0.035850316286087,0.013049672357738,1.41464471817017,0,0,0.00748690217733383,0.00114432023838162,0.0272198021411896,NA,0.8125,0.909575998783112,0,300,0.733294725418091,NA,0.0948908403515816,10,NA,NA,NA,NA,NA,0.031982421875,0.0318603515625,0.0380859375,NA,0.055419921875,0.0321044921875,0.0321044921875,0.0321044921875,0.033447265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0338134765625,0.034912109375,0.0384521484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3046875,2.34375,2.3671875,NA,2.578125,2.328125,2.3359375,2.34375,2.3671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3359375,2.34375,2.359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(213205.053390352, -439440.316790806),NA,NA,NA,NA,NA
"2003-01-18",9,"AQS_06-071-0306",1,34.510961,-117.32554,"P041_008312","P041",-117.345123291016,34.5066719055176,860,0.0666986256837845,0.0210561994463205,0.901904225349426,0,0,0.0340999700129032,0.00134983658790588,0.0312496200203896,0.0666986256837845,0.0210561994463205,0.901904225349426,0,0,0.0340999700129032,0.00134983658790588,0.0312496200203896,NA,0.9375,0.909722208976746,0,300,0.733294725418091,NA,0.0875713527202606,7,0.02606201171875,NA,NA,NA,0.0257568359375,0.0455322265625,0.051025390625,0.068359375,NA,0.085205078125,0.044677734375,0.044677734375,0.0479736328125,0.061767578125,0.063720703125,NA,NA,0.076171875,0.08154296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062744140625,0.063232421875,0.063720703125,0.065673828125,NA,0.05078125,0.077392578125,0.0810546875,0.074462890625,0.074462890625,0.069091796875,0.05126953125,0.0511474609375,0.051025390625,0.081787109375,0.084716796875,0.0869140625,0.07470703125,0.074462890625,0.09423828125,0.06298828125,0.0506591796875,NA,NA,0.07861328125,NA,NA,NA,NA,NA,NA,NA,0.0791015625,0.07470703125,0.07470703125,0.07470703125,NA,NA,NA,0.117431640625,NA,NA,NA,NA,10.34375,NA,NA,NA,10.34375,9.5625,9.375,8.84375,NA,8.3125,9.71875,9.71875,9.59375,9.25,9.15625,NA,NA,8.6875,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,9.4375,9.40625,9.28125,NA,9.53125,8.8125,8.625,8.71875,8.65625,9.53125,9.84375,9.84375,9.78125,9,8.84375,8.6875,8.84375,8.78125,8.21875,9.125,9.375,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,8.5,8.59375,8.625,8.65625,NA,NA,NA,7.59375,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,c(245447.619519605, -386012.408552444),NA,NA,NA,NA,NA
"2003-01-18",12.9,"AQS_06-071-9004",1,34.106678,-117.274063,"P041_009445","P041",-117.264282226562,34.0980758666992,258,0.0185941904783249,0.00847908761352301,0.54223769903183,0,0,0.014991756528616,0.00016468449030071,0.00343783502466977,0.0185941904783249,0.00847908761352301,0.54223769903183,0,0,0.014991756528616,0.00016468449030071,0.00343783502466977,NA,1,0.902656257152557,0,300,0.733294725418091,NA,0.0941362157464027,4,0.005218505859375,0.0052032470703125,0.00518798828125,0.010345458984375,0.010284423828125,0.01025390625,0.010223388671875,0.010162353515625,0.0101318359375,0.02508544921875,0.010223388671875,0.01019287109375,0.01019287109375,0.010162353515625,0.0101318359375,0.0101318359375,0.0101318359375,0.010101318359375,0.0250244140625,0.02496337890625,0.025146484375,0.025146484375,0.02508544921875,0.02044677734375,0.0250244140625,0.0250244140625,0.02496337890625,0.02496337890625,0.02490234375,0.02490234375,0.01019287109375,0.01019287109375,0.010162353515625,0.010162353515625,0.0101318359375,0.010101318359375,0.0101318359375,0.02508544921875,0.0250244140625,0.02496337890625,0.010162353515625,0.010162353515625,0.010162353515625,0.0101318359375,0.0101318359375,0.025146484375,0.02508544921875,0.0250244140625,0.02496337890625,0.02490234375,0.0101318359375,0.0101318359375,0.02490234375,0.010101318359375,0.0250244140625,0.02484130859375,0.02496337890625,0.02490234375,0.0247802734375,0.02484130859375,0.0247802734375,0.02471923828125,0.0250244140625,0.02508544921875,0.025146484375,0.0252685546875,0.02490234375,0.02496337890625,0.02508544921875,0.050048828125,0.02056884765625,0.02490234375,0.02490234375,0.02496337890625,5.125,5.140625,5.140625,5.078125,5.09375,5.109375,5.125,5.140625,5.15625,5.15625,5.140625,5.140625,5.140625,5.15625,5.15625,5.15625,5.171875,5.171875,5.203125,5.203125,5.203125,5.203125,5.203125,5.1875,5.203125,5.21875,5.21875,5.21875,5.21875,5.21875,5.15625,5.15625,5.15625,5.15625,5.171875,5.171875,5.171875,5.203125,5.203125,5.21875,5.171875,5.171875,5.171875,5.171875,5.171875,5.203125,5.203125,5.203125,5.203125,5.21875,5.15625,5.171875,5.21875,5.171875,5.203125,5.21875,5.21875,5.21875,5.234375,5.234375,5.234375,5.234375,5.1875,5.15625,5.140625,5.109375,5.1875,5.15625,5.125,5.21875,5.203125,5.171875,5.140625,5.109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,c(251460.215190268, -430718.058073779),NA,NA,NA,NA,NA
"2003-01-18",18.9,"AQS_06-073-0001",1,32.631242,-117.059088,"P041_011572","P041",-117.062698364258,32.636058807373,-28,0.0553177818655968,0.018882617354393,1.2662992477417,0,0,0.0446005277335644,0.00048993696691468,0.0102275712415576,0.0553177818655968,0.018882617354393,1.2662992477417,0,0,0.0446005277335644,0.00048993696691468,0.0102275712415576,NA,0.807971000671387,0.793937087059021,0,295,4.01428604125977,NA,0.0973916873335838,4,NA,NA,NA,0.02587890625,0.0257568359375,0.0411376953125,NA,NA,0.06298828125,NA,0.0382080078125,0.0380859375,NA,NA,NA,NA,0.06298828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063232421875,0.063232421875,0.06298828125,NA,NA,NA,0.063720703125,0.063720703125,0.0634765625,0.0634765625,0.063232421875,0.075439453125,NA,NA,NA,NA,NA,0.06298828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65625,10.71875,10.46875,NA,NA,10.375,NA,10.65625,10.65625,NA,NA,NA,NA,10.53125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5625,10.5625,10.5625,NA,NA,NA,10.625,10.625,10.625,10.59375,10.59375,10.5625,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(276356.806617262, -593578.732668886),NA,NA,NA,NA,NA
"2003-01-18",18.3,"AQS_06-073-0003",1,32.791194,-116.942092,"P041_011446","P041",-116.94514465332,32.7829856872559,47,NA,NA,NA,NA,NA,NA,NA,NA,0.0245231036096811,0.0113852163776755,1.23954164981842,0,0,0.0221401732414961,0.00012604126823134,0.00225694407708943,NA,0.626086950302124,0.716356515884399,2,295,1.78415679931641,NA,0.0965292975306511,3,0.01043701171875,0.010406494140625,0.0103759765625,0.01422119140625,0.01220703125,0.012420654296875,0.0255126953125,0.025390625,0.0316162109375,NA,0.01416015625,0.014129638671875,0.01409912109375,0.02557373046875,0.0255126953125,0.025390625,0.03173828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02569580078125,0.025634765625,0.025634765625,0.0255126953125,0.0318603515625,0.03173828125,0.02191162109375,NA,NA,NA,0.0321044921875,0.031982421875,0.031982421875,0.0318603515625,0.03173828125,0.03173828125,0.0316162109375,0.031494140625,0.031494140625,NA,0.0255126953125,0.01690673828125,NA,0.0316162109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0316162109375,NA,NA,NA,NA,NA,NA,NA,NA,1.73046875,1.7265625,1.7265625,1.7734375,1.734375,1.73046875,1.9453125,1.9140625,2.0234375,NA,1.84765625,1.83984375,1.83203125,2.125,2.0859375,2.0390625,2.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1171875,2.1015625,2.0859375,2.0546875,2.2109375,2.171875,1.89453125,NA,NA,NA,2.21875,2.203125,2.1875,2.15625,2.125,2.1015625,2.0703125,2.046875,2.015625,NA,2.109375,1.828125,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98828125,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c(286775.943900163, -575527.065256562),NA,NA,NA,NA,NA
"2003-01-18",12,"AQS_06-073-0006",1,32.836461,-117.128752,"P041_011400","P041",-117.125289916992,32.8429946899414,16,0.0301090497523546,0.00983032118529081,1.49282765388489,0,0,0.0153933865949512,0.00060934229986742,0.0141066825017333,0.0301090497523546,0.00983032118529081,1.49282765388489,0,0,0.0153933865949512,0.00060934229986742,0.0141066825017333,NA,0.875,0.854685366153717,0,295,4.01428604125977,NA,0.0968849956989288,7,0.0224609375,0.02239990234375,0.0223388671875,0.0206298828125,NA,NA,0.0255126953125,0.025390625,0.0399169921875,NA,NA,NA,0.01885986328125,0.02557373046875,0.033447265625,0.0338134765625,0.0400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02569580078125,0.025634765625,0.0335693359375,0.033935546875,0.0338134765625,0.0400390625,NA,NA,NA,NA,0.0340576171875,0.033935546875,0.033935546875,0.0401611328125,NA,NA,NA,NA,NA,NA,0.02752685546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15625,7.15625,7.171875,7.1875,NA,NA,7.28125,7.3125,7.4375,NA,NA,NA,7.421875,7.46875,7.578125,7.5625,7.671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46875,7.46875,7.578125,7.578125,7.5625,7.65625,NA,NA,NA,NA,7.5625,7.5625,7.5625,7.640625,NA,NA,NA,NA,NA,NA,7.484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(269124.357591011, -571063.14496575),NA,NA,NA,NA,NA
"2003-01-18",19.4,"AQS_06-073-1002",1,33.127769,-117.075086,"P041_011105","P041",-117.082504272461,33.1182823181152,112,0.0149358436465263,0.00979222264140844,0.928294777870178,0,0,0.010586247779429,0.00018839885888155,0.00416130153462291,0.0149358436465263,0.00979222264140844,0.928294777870178,0,0,0.010586247779429,0.00018839885888155,0.00416130153462291,NA,0.8125,0.831836819648743,0,297,3.44000005722046,NA,0.0957868993282318,5,0.0084228515625,0.008697509765625,0.0086669921875,0.008636474609375,0.008575439453125,0.007354736328125,0.0059967041015625,0.02191162109375,0.011962890625,0.01202392578125,0.0058135986328125,0.0058135986328125,0.005279541015625,0.01885986328125,0.01910400390625,0.01959228515625,0.019775390625,0.02001953125,0.0206298828125,0.0323486328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008453369140625,0.008544921875,0.019775390625,0.01995849609375,0.00909423828125,0.009765625,0.009918212890625,0.02142333984375,0.0216064453125,NA,0.00909423828125,0.009735107421875,0.009765625,0.010650634765625,0.0107421875,0.0108642578125,0.009979248046875,0.021484375,0.0372314453125,NA,0.0191650390625,0.01995849609375,NA,0.0198974609375,0.02081298828125,NA,NA,NA,NA,NA,NA,NA,0.02099609375,0.021240234375,0.02142333984375,0.0159912109375,NA,NA,NA,NA,NA,NA,NA,NA,2.953125,2.9609375,2.9609375,2.9609375,2.96875,2.96875,2.9765625,3.0859375,3,3.015625,2.9921875,2.9921875,2.9921875,3.1328125,3.1328125,3.125,3.125,3.1171875,3.1171875,3.296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0078125,3.0078125,3.1328125,3.125,3.0078125,3.015625,3.015625,3.125,3.125,NA,3.0078125,3.015625,3.015625,3.015625,3.015625,3.0234375,3.015625,3.1171875,3.359375,NA,3.140625,3.125,NA,3.140625,3.140625,NA,NA,NA,NA,NA,NA,NA,3.1328125,3.1171875,3.1015625,3.03125,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,c(273157.484576166, -538653.028084553),NA,NA,NA,NA,NA
"2003-01-18",19.5,"AQS_06-073-1007",1,32.709224,-117.154841,"P041_011516","P041",-117.143531799316,32.7250022888184,-27,0.0469223484396935,0.0106496922671795,1.4179048538208,0,0,0.0378316231071949,0.00041558052180334,0.00867536012083292,0.0469223484396935,0.0106496922671795,1.4179048538208,0,0,0.0378316231071949,0.00041558052180334,0.00867536012083292,NA,0.964015126228333,0.855172574520111,0,295,4.01428604125977,NA,0.0973801463842392,4,NA,NA,NA,0.02587890625,0.045166015625,0.040283203125,NA,NA,0.052734375,NA,0.034423828125,0.03955078125,NA,NA,NA,NA,0.052734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052978515625,0.0528564453125,NA,NA,NA,NA,0.0450439453125,0.05322265625,0.05322265625,0.05419921875,0.0543212890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76171875,1.47265625,1.484375,NA,NA,1.45703125,NA,1.5,1.44921875,NA,NA,NA,NA,1.4765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46875,1.4765625,NA,NA,NA,NA,1.53125,1.48046875,1.48046875,1.484375,1.4921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(267102.5669309, -585221.980611891),NA,NA,NA,NA,NA
"2003-01-18",21,"AQS_06-107-2002",1,36.332179,-119.291228,"P041_003368","P041",-119.274703979492,36.3325614929199,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,312,0.589294910430908,NA,0.0955707654356956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(63543.2042272236, -186967.609985123),NA,NA,NA,NA,NA
"2003-01-18",11.3,"AQS_06-111-0007",1,34.210169,-118.870509,"P041_009499","P041",-118.880477905273,34.2216491699219,205,0.023545041680336,0.00722578540444374,1.47171092033386,0,0,0.0120375081896782,0.00047650092164985,0.0110313156619668,0.023545041680336,0.00722578540444374,1.47171092033386,0,0,0.0120375081896782,0.00047650092164985,0.0110313156619668,NA,0.804701626300812,0.888231456279755,0,301,1.66608500480652,NA,0.094732753932476,7,0.01739501953125,0.01983642578125,0.01983642578125,0.02227783203125,NA,NA,0.0255126953125,0.025390625,0.0345458984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1875,20.125,20.125,20.125,NA,NA,20.0625,20.125,20.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c(104067.560611203, -422231.950529873),NA,NA,NA,NA,NA
"2003-01-18",5.4,"AQS_06-111-0009",1,34.404281,-118.80998,"P041_008981","P041",-118.80590057373,34.4141998291016,261,NA,NA,NA,NA,NA,NA,NA,NA,0.0297025013715029,0.0134291118010879,0.781576871871948,0,0,0.0136717138811946,0.00716239865869284,0.00886860489845276,NA,0.623188376426697,0.64752608537674,2,301,1.66608500480652,NA,0.0941025465726852,25,0.01043701171875,0.010406494140625,0.0103759765625,0.010345458984375,0.010284423828125,0.01025390625,0.0255126953125,0.02276611328125,0.02166748046875,0.020751953125,0.010284423828125,0.02569580078125,0.025634765625,0.02557373046875,0.0255126953125,0.025390625,0.02532958984375,0.0252685546875,0.02520751953125,0.05029296875,0.02532958984375,0.0252685546875,0.0252685546875,0.050537109375,0.0504150390625,0.05029296875,0.05029296875,0.0501708984375,0.0501708984375,0.050048828125,0.02569580078125,0.025634765625,0.025634765625,0.0255126953125,0.02545166015625,0.025390625,0.02532958984375,0.0252685546875,0.0504150390625,0.038330078125,0.025634765625,0.025634765625,0.02557373046875,0.0255126953125,0.02545166015625,0.025390625,0.02532958984375,0.0504150390625,0.05029296875,0.038330078125,0.0255126953125,0.02532958984375,0.0501708984375,0.02532958984375,0.02520751953125,NA,0.025146484375,0.0501708984375,NA,NA,NA,NA,0.02520751953125,0.02520751953125,0.039306640625,0.0401611328125,NA,NA,NA,NA,NA,NA,NA,NA,9.5625,9.59375,9.625,9.71875,9.78125,9.84375,8.78125,9.0625,9.25,9.4375,9.90625,8.875,8.875,8.9375,9,9.0625,9.125,9.1875,9.28125,8.46875,9.25,9.25,9.25,8.46875,8.5,8.5,8.53125,8.5625,8.59375,8.625,9.03125,9.0625,9.09375,9.125,9.15625,9.21875,9.25,9.3125,8.5,8.875,9.28125,9.28125,9.28125,9.3125,9.34375,9.34375,9.375,8.5625,8.59375,8.9375,9,9.15625,8.5625,9.125,9.25,NA,9.25,8.59375,NA,NA,NA,NA,9.25,9.28125,8.71875,8.71875,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,c(109373.877421438, -400627.005159617),NA,NA,NA,NA,NA
